host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
In6.6Ga1.4Sn2O16,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,20,10,10,10,10,In2O3-based oxide (In is the majority cation)
Zn2In6O11,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,12,9,0,3,6,In2O3-based oxide (In is the majority cation)
Zn4In6O13,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,14,12,0,3,6,In2O3-based oxide (In is the majority cation)
Ge0.2Te1Pb0.8,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,3,3,3,2,3,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Ge0.32Te1Pb0.68,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,3,2,2,1,2,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Ge1Te0.8Se0.2,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,7,7,7,7,7,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Pb1S0.95,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,22,14,13,9,7,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.25Te1Pb0.735,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,13,5,9,9,9,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.26Te1Pb0.71,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,9,5,9,9,0,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.56Te1Pb0.4,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,16,14,14,14,14,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.6975Te1Pb0.3,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,17,17,17,9,0,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.72Te1Pb0.24,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,13,11,8,11,9,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn1.06Te1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,18,12,10,9,6,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.1Pb1Se0.4S0.5,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,5,5,3,5,2,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te17Pb15,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,8,8,8,8,8,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te1Pb0.915,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,40,29,27,18,36,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te1Pb0.925,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,29,27,20,11,14,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te23Pb21,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,129,102,103,94,95,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Ba0.397La0.603Mn1O3,manganite,manganite,manganite;other_oxide,,,4,0,4,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.6Pr0.4Mn1O3,manganite,manganite,manganite;other_oxide,,,6,5,6,5,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.8Mn1O3,manganite,manganite,manganite;other_oxide,,,165,69,149,39,45,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.925Mn1O3,manganite,manganite,manganite;other_oxide,,,32,9,10,6,7,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.95Mn1O3,manganite,manganite,manganite;other_oxide,,,415,198,321,51,60,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.9Mn0.92O3,manganite,manganite,manganite;other_oxide,,,9,9,9,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.9Mn1O3.18,manganite,manganite,manganite;other_oxide,,,19,0,19,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca1Yb0.5Mn0.5O3,manganite,manganite,manganite;other_oxide,,,3,3,0,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca2.7Mn2O7,manganite,manganite,manganite;other_oxide,,,5,4,4,0,4,"Manganite (Mn with Ca, La or Sr) oxide"
CaMn6CuO12,manganite,manganite,manganite;other_oxide,,,5,5,4,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.25Ca0.5Mn1O3,manganite,manganite,manganite;other_oxide,,,18,0,18,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.3La0.7Mn0.7Fe0.3O3,manganite,manganite,manganite;other_oxide,,,13,0,13,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.5Mn1Bi0.4O3,manganite,manganite,manganite;other_oxide,,,47,23,24,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.6Gd0.4Mn1O3,manganite,manganite,manganite;other_oxide,,,20,10,10,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.75Pr0.25Mn1O3,manganite,manganite,manganite;other_oxide,,,20,0,20,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Mg1.818Si1,mg2x,mg2x,mg2x,,,12,10,10,0,0,"Mg2(Si,Ge,Sn)"
Mg199Si99,mg2x,mg2x,mg2x,,,41,18,23,18,22,"Mg2(Si,Ge,Sn)"
Mg2.16Si0.2744Sn0.686,mg2x,mg2x,mg2x,,,20,15,17,19,18,"Mg2(Si,Ge,Sn)"
Mg2Si0.35Sn0.635,mg2x,mg2x,mg2x,,,8,6,6,6,6,"Mg2(Si,Ge,Sn)"
Mg2Si0.37Sn0.6,mg2x,mg2x,mg2x,,,17,10,10,11,10,"Mg2(Si,Ge,Sn)"
Mg2Si0.38612Sn0.591,mg2x,mg2x,mg2x,,,211,26,30,143,109,"Mg2(Si,Ge,Sn)"
Mg2Si0.487Sn0.5,mg2x,mg2x,mg2x,,,36,18,15,5,34,"Mg2(Si,Ge,Sn)"
Mg2Si0.48Sn0.5,mg2x,mg2x,mg2x,,,20,18,15,5,19,"Mg2(Si,Ge,Sn)"
Mg2Si0.4Sn0.49,mg2x,mg2x,mg2x,,,15,15,15,1,15,"Mg2(Si,Ge,Sn)"
Mg2Si0.6915Sn0.3,mg2x,mg2x,mg2x,,,17,16,16,6,6,"Mg2(Si,Ge,Sn)"
Mg2Si0.93,mg2x,mg2x,mg2x,,,12,0,12,0,0,"Mg2(Si,Ge,Sn)"
Mg2Sn,mg2x,mg2x,mg2x,,,457,353,329,120,84,"Mg2(Si,Ge,Sn)"
Mg2Sn0.5Ge0.5,mg2x,mg2x,mg2x,,,14,12,8,10,0,"Mg2(Si,Ge,Sn)"
Mg2Sn0.73Ge0.25,mg2x,mg2x,mg2x,,,69,52,41,47,47,"Mg2(Si,Ge,Sn)"
Mg40Si19,mg2x,mg2x,mg2x,,,34,30,30,27,30,"Mg2(Si,Ge,Sn)"
Mg3.16Bi0.59Sb1.4,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,12,9,9,9,10,"Mg3(Sb,Bi)2-type Zintl"
Mg3.16Bi0.69Sb1.3,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,12,9,5,8,9,"Mg3(Sb,Bi)2-type Zintl"
Mg3.17Sb2,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,15,15,15,15,15,"Mg3(Sb,Bi)2-type Zintl"
Mg3.19Bi0.49Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,33,20,27,28,28,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Bi0.495Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,7,4,7,4,7,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Bi0.5Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,52,11,11,40,10,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Bi1.393Sb0.597,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,17,11,12,15,14,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Sb2,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,14,6,6,10,6,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.46Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,19,10,11,9,10,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.475Sb1.475,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,18,14,15,13,8,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.4Sb1.4,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,17,13,8,11,12,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.5Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,106,79,103,52,71,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi1.4925Sb0.4975,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,10,0,10,0,0,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi1.7Sb0.3,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,12,10,10,5,5,"Mg3(Sb,Bi)2-type Zintl"
Mg3Sb1.9,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,23,11,10,14,11,"Mg3(Sb,Bi)2-type Zintl"
MgAgSb,mgagsb,mgagsb,mgagsb,,,389,348,326,346,343,MgAgSb 1:1:1
Ba0.5Sr0.5Pb1O3,other_oxide,other_oxide,other_oxide,,,9,0,9,0,0,Any other oxide (O at or above one atom in five)
Ba1Gd1Co2O5.497,other_oxide,other_oxide,other_oxide,,,3,3,0,0,0,Any other oxide (O at or above one atom in five)
Ga1.8O3,other_oxide,other_oxide,other_oxide,,,4,0,0,4,0,Any other oxide (O at or above one atom in five)
Gd0.4Mn0.58Zn0.37Fe1.65O4,other_oxide,other_oxide,other_oxide,,,8,8,0,0,0,Any other oxide (O at or above one atom in five)
La0.88Fe1O3,other_oxide,other_oxide,other_oxide,,,18,7,0,10,8,Any other oxide (O at or above one atom in five)
La0.93Co0.93O3,other_oxide,other_oxide,other_oxide,,,28,14,14,0,0,Any other oxide (O at or above one atom in five)
La0.9Co1O3,other_oxide,other_oxide,other_oxide,,,72,30,37,27,17,Any other oxide (O at or above one atom in five)
La1.8Cu1O4,other_oxide,other_oxide,other_oxide,,,20,20,0,0,0,Any other oxide (O at or above one atom in five)
La1Cu0.5Ni0.5O3,other_oxide,other_oxide,other_oxide,,,6,6,6,0,0,Any other oxide (O at or above one atom in five)
Mg0.5Al1Fe1.25O4,other_oxide,other_oxide,other_oxide,,,2,2,0,0,0,Any other oxide (O at or above one atom in five)
Sr0.5Nb2O6,other_oxide,other_oxide,other_oxide,,,19,10,10,10,10,Any other oxide (O at or above one atom in five)
Sr0.95Pb1O3,other_oxide,other_oxide,other_oxide,,,5,5,0,0,0,Any other oxide (O at or above one atom in five)
Sr1Fe0.6O3,other_oxide,other_oxide,other_oxide,,,12,0,12,0,0,Any other oxide (O at or above one atom in five)
Sr2V0.5Fe1Mo0.5O6,other_oxide,other_oxide,other_oxide,,,18,1,18,0,0,Any other oxide (O at or above one atom in five)
Ti74Cu26O149,other_oxide,other_oxide,other_oxide,,,5,0,5,0,0,Any other oxide (O at or above one atom in five)
Ba0.5Sr0.4Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,12,10,10,10,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ba0.9Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,37,20,20,30,10,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ca0.75Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,20,19,20,10,11,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.5La0.33Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,23,4,5,9,5,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.78Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,14,11,6,10,10,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.91Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,64,29,29,11,20,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.92Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,58,24,39,19,16,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.9Dy1Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,13,9,9,9,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.9Ti1.1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,22,6,6,4,6,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr1.07Ti1.07O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,36,36,35,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr1.9Ti1O4,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,39,12,13,14,33,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr10Ti25O61,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,11,7,7,5,5,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr1Ta0.3Ti0.7O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,17,9,0,9,2,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr1Ti0.3Fe0.55O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,6,0,6,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr2TiO4,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,53,38,21,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Si0.05Ge0.95,sige,sige,sige,,,20,10,20,0,10,Si and/or Ge only
Si0.12Ge0.88,sige,sige,sige,,,5,5,5,0,0,Si and/or Ge only
Si0.91Ge0.09,sige,sige,sige,,,10,0,0,10,0,Si and/or Ge only
Si0.936Ge0.114,sige,sige,sige,,,14,9,5,5,5,Si and/or Ge only
Si0.95,sige,sige,sige,,,7,4,4,4,4,Si and/or Ge only
Si10Ge,sige,sige,sige,,,27,13,17,10,13,Si and/or Ge only
Si16Ge9,sige,sige,sige,,,10,4,5,5,5,Si and/or Ge only
Si19Ge,sige,sige,sige,,,41,33,10,5,10,Si and/or Ge only
Si3Ge2,sige,sige,sige,,,21,16,7,4,3,Si and/or Ge only
Si43Ge7,sige,sige,sige,,,10,6,6,6,6,Si and/or Ge only
Si45Ge4,sige,sige,sige,,,6,6,6,6,6,Si and/or Ge only
Si4Ge,sige,sige,sige,,,486,334,307,172,170,Si and/or Ge only
Si78Ge19,sige,sige,sige,,,12,6,0,4,10,Si and/or Ge only
Si87Ge13,sige,sige,sige,,,4,4,4,0,0,Si and/or Ge only
SiGe,sige,sige,sige,,,49,7,20,5,30,Si and/or Ge only
Ba1Fe3.7Sb12,skutterudite,skutterudite,skutterudite,,,100,80,90,70,83,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Ce0.9Fe2.8Co0.9Sb11,skutterudite,skutterudite,skutterudite,,,17,16,16,5,5,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Ce1Fe3.75Sb12,skutterudite,skutterudite,skutterudite,,,9,5,5,5,5,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Co0.79Ni0.21Sb3,skutterudite,skutterudite,skutterudite,,,20,13,19,10,10,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Co100Sb323,skutterudite,skutterudite,skutterudite,,,8,7,7,0,7,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe1.1Co3Sb12,skutterudite,skutterudite,skutterudite,,,12,9,9,6,9,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe1.5Co2.49Sb12,skutterudite,skutterudite,skutterudite,,,20,17,0,15,7,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.5Co1.5Sb12,skutterudite,skutterudite,skutterudite,,,27,24,7,0,4,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.6Co1.4Sb12,skutterudite,skutterudite,skutterudite,,,10,10,10,8,8,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.75Co1.25Sb12,skutterudite,skutterudite,skutterudite,,,19,10,7,6,10,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.7Co1.3Sb12,skutterudite,skutterudite,skutterudite,,,109,96,97,75,80,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
FeSb3,skutterudite,skutterudite,skutterudite,,,667,491,477,338,409,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Nd0.9Fe3Co1Sb12,skutterudite,skutterudite,skutterudite,,,48,45,45,25,44,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
NdFe3CoSb12,skutterudite,skutterudite,skutterudite,,,27,25,25,15,25,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
YbFe3NiSb12,skutterudite,skutterudite,skutterudite,,,11,10,11,0,0,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Sn0.792Pb0.198Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,19,8,10,11,11,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.81Pb0.19Se0.95,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,19,10,10,6,10,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.895Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,17,10,8,10,9,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.9405Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,19,9,10,11,11,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.95S1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,8,4,0,3,4,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.9Pb0.1Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,10,5,2,6,7,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.3S0.7,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,12,1,0,10,7,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.4S0.6,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,9,2,0,5,6,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.5S0.5,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,90,48,42,48,57,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.7S0.3,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,10,10,6,0,0,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.9481,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,15,14,14,14,14,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.9S0.1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,51,31,25,35,34,"SnSe-type, Sn (majority cation) with Se or S"
Sn88Pb12Se97,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,19,10,10,10,10,"SnSe-type, Sn (majority cation) with Se or S"
Sn90Pb10Se97,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,18,10,10,10,9,"SnSe-type, Sn (majority cation) with Se or S"
Sn96Se97,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,18,10,10,11,9,"SnSe-type, Sn (majority cation) with Se or S"
Bi0.25Sb1.75Te3,tetradymite,tetradymite,tetradymite,,,15,14,15,10,10,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.32Sb1.68Te3,tetradymite,tetradymite,tetradymite,,,18,11,13,11,17,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.48Sb1.515Te3,tetradymite,tetradymite,tetradymite,,,6,4,5,5,5,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.4Sb1.6Te3,tetradymite,tetradymite,tetradymite,,,323,270,273,201,181,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.9Sb1.1Te3,tetradymite,tetradymite,tetradymite,,,3,2,3,0,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi1.3Sb0.7Te3,tetradymite,tetradymite,tetradymite,,,7,6,7,0,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi1.88Te2.7Se0.3,tetradymite,tetradymite,tetradymite,,,9,0,8,8,9,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi159Te239,tetradymite,tetradymite,tetradymite,,,7,7,7,7,7,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi187Te261,tetradymite,tetradymite,tetradymite,,,5,5,5,5,5,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi2Te2.6595Se0.2955,tetradymite,tetradymite,tetradymite,,,8,8,8,0,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi2Te2.67Se0.27,tetradymite,tetradymite,tetradymite,,,4,4,3,3,3,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi2Te2.75Se0.25,tetradymite,tetradymite,tetradymite,,,4,4,4,4,3,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi39(Sb79Te148)2,tetradymite,tetradymite,tetradymite,,,8,8,7,8,8,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi44Sb133Te277,tetradymite,tetradymite,tetradymite,,,6,3,4,3,4,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi48(SbTe2)143,tetradymite,tetradymite,tetradymite,,,9,9,9,9,9,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Co1.7Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,14,9,10,8,9,Tetrahedrite Cu12Sb4S13
Co2Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,12,4,9,3,5,Tetrahedrite Cu12Sb4S13
Cu10Ni1.5Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,22,19,17,17,18,Tetrahedrite Cu12Sb4S13
Cu11Sb3.59S13,tetrahedrite,tetrahedrite,tetrahedrite;diamond_like_cu,,,14,8,7,9,10,Tetrahedrite Cu12Sb4S13
Cu11Sb3.5S13,tetrahedrite,tetrahedrite,tetrahedrite;diamond_like_cu,,,8,5,8,5,7,Tetrahedrite Cu12Sb4S13
Cu12Sb3.5S13,tetrahedrite,tetrahedrite,tetrahedrite,,,23,16,17,17,18,Tetrahedrite Cu12Sb4S13
Cu12Sb3.8S13,tetrahedrite,tetrahedrite,tetrahedrite,,,11,11,11,10,11,Tetrahedrite Cu12Sb4S13
Cu12Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,643,448,410,413,442,Tetrahedrite Cu12Sb4S13
Cu13Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,12,12,12,11,11,Tetrahedrite Cu12Sb4S13
Cu3SbS3,tetrahedrite,tetrahedrite,tetrahedrite,,,30,28,25,23,27,Tetrahedrite Cu12Sb4S13
Mn1.5Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,5,5,5,0,5,Tetrahedrite Cu12Sb4S13
Mn1.5Cu11Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,9,9,9,7,7,Tetrahedrite Cu12Sb4S13
Mn1.8Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,16,9,7,7,7,Tetrahedrite Cu12Sb4S13
Mn2Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,9,8,8,2,6,Tetrahedrite Cu12Sb4S13
Zn1.5Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,11,11,9,5,2,Tetrahedrite Cu12Sb4S13
Fe0.9Si2,tm_silicide,tm_silicide,tm_silicide,,,72,57,46,22,11,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe1Si1.74,tm_silicide,tm_silicide,tm_silicide,,,6,3,3,2,3,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn0.18Cr1Si2.3114,tm_silicide,tm_silicide,tm_silicide,,,10,10,10,10,10,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn0.31Si0.69,tm_silicide,tm_silicide,tm_silicide,,,70,61,64,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn0.65Fe0.35Si1.7,tm_silicide,tm_silicide,tm_silicide,,,11,10,11,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn0.9Si1.746,tm_silicide,tm_silicide,tm_silicide,,,6,0,0,5,5,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.70625,tm_silicide,tm_silicide,tm_silicide,,,13,9,8,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.7321335,tm_silicide,tm_silicide,tm_silicide,,,19,13,5,10,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.7757,tm_silicide,tm_silicide,tm_silicide,,,18,9,15,9,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.782,tm_silicide,tm_silicide,tm_silicide,,,13,10,10,10,10,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.7919,tm_silicide,tm_silicide,tm_silicide,,,20,20,20,19,20,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.7946,tm_silicide,tm_silicide,tm_silicide,,,20,20,20,19,20,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn33Si67,tm_silicide,tm_silicide,tm_silicide,,,23,0,0,23,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
