host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
Te47Se3,unassignable,(none),,tetradymite,a required site is empty,3,3,3,3,3,
Ti1Al0.25Co2Si0.75,unassignable,(none),,half_heusler,elements outside rule: Al,20,18,20,0,0,
Yb4Bi0.6Sb2.4,unassignable,(none),,zintl_122,a required site is empty,26,26,14,0,0,
Zr1Co1Sb0.88,unassignable,(none),,half_heusler,ratio spread 0.125 > 0.1,20,20,20,20,20,
Zr2Al3.56C5,unassignable,(none),,clathrate_type_i,"elements outside rule: C,Zr",11,10,10,0,0,
Ba(ZnSb)2,zintl_122,zintl_122,zintl_122,,,123,59,60,68,65,1-2-2 Zintl AB2X2
Ca(CdSb)2,zintl_122,zintl_122,zintl_122,,,8,6,4,7,6,1-2-2 Zintl AB2X2
Ca(MgBi)2,zintl_122,zintl_122,zintl_122,,,127,67,58,59,97,1-2-2 Zintl AB2X2
Ca0.4Yb0.6Cd2Sb2,zintl_122,zintl_122,zintl_122,,,15,12,12,11,13,1-2-2 Zintl AB2X2
Ca1Mg1.9Bi2,zintl_122,zintl_122,zintl_122,,,72,46,43,41,47,1-2-2 Zintl AB2X2
Eu1.1Zn2Sb2,zintl_122,zintl_122,zintl_122,,,9,9,9,9,9,1-2-2 Zintl AB2X2
Eu1Mn0.6Cd1.4Sb2,zintl_122,zintl_122,zintl_122,,,11,6,5,9,7,1-2-2 Zintl AB2X2
EuZnCdSb2,zintl_122,zintl_122,zintl_122,,,29,20,7,18,22,1-2-2 Zintl AB2X2
Sr(ZnSb)2,zintl_122,zintl_122,zintl_122,,,11,6,8,8,7,1-2-2 Zintl AB2X2
Yb(ZnSb)2,zintl_122,zintl_122,zintl_122,,,300,249,244,157,265,1-2-2 Zintl AB2X2
Yb0.5Eu0.5Cd2Sb2,zintl_122,zintl_122,zintl_122,,,15,6,13,11,13,1-2-2 Zintl AB2X2
Yb1.05Zn2Sb2,zintl_122,zintl_122,zintl_122,,,20,19,17,10,15,1-2-2 Zintl AB2X2
Yb1Mg0.8Cd1.2Sb2,zintl_122,zintl_122,zintl_122,,,13,12,8,11,0,1-2-2 Zintl AB2X2
Yb1Mn0.25Zn1.75Sb2,zintl_122,zintl_122,zintl_122,,,18,18,18,5,18,1-2-2 Zintl AB2X2
Yb1Zn0.9Cd1.1Sb2,zintl_122,zintl_122,zintl_122,,,17,16,17,7,13,1-2-2 Zintl AB2X2
