host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
In5.3Ga2.7Sn2O16,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,18,9,9,10,6,In2O3-based oxide (In is the majority cation)
In5O8,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,6,6,0,0,0,In2O3-based oxide (In is the majority cation)
In6.6Ga1.4Sn2O16,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,20,10,10,10,10,In2O3-based oxide (In is the majority cation)
Zn0.3In1.4Sn0.3O3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,11,10,11,0,0,In2O3-based oxide (In is the majority cation)
Zn4In6O13,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,14,12,0,3,6,In2O3-based oxide (In is the majority cation)
Ge0.7425Te0.75Pb0.25Se0.25,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,8,8,8,6,8,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Pb1.05S1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,51,16,16,50,16,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.6208Te1Pb0.3492,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,10,0,9,0,7,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.6995Te1Pb0.3,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,17,17,17,9,17,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.845Sb0.15Te1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,22,20,20,20,20,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn0.8Sb0.133Te1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,18,10,10,11,10,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn1.05Te1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,11,10,10,10,10,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn15Te17,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,42,30,29,30,30,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn1Te0.91,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,14,9,0,7,9,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Sn1Te0.95,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,67,49,47,28,17,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.2Pb0.95Se0.8,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,13,11,11,0,10,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.6Pb1S0.4,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,5,0,5,0,0,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.87Pb1Se0.15,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,20,11,10,10,10,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.8Pb0.95Se0.2,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,18,18,0,5,13,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Te0.935Pb1,iv_vi_rocksalt,iv_vi_rocksalt,iv_vi_rocksalt,,,20,6,10,11,10,"IV-VI 1:1 (Pb,Sn,Ge)(Te,Se,S), the rest after snse_type and gete_type"
Ca0.3La0.7Mn1O3,manganite,manganite,manganite;other_oxide,,,26,1,24,1,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.4La0.5Mn1O3,manganite,manganite,manganite;other_oxide,,,8,3,2,3,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.7Pr0.3Mn1O3,manganite,manganite,manganite;other_oxide,,,8,8,0,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.82Mn1O3,manganite,manganite,manganite;other_oxide,,,119,37,115,5,5,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.875Mn1O3,manganite,manganite,manganite;other_oxide,,,20,3,20,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.925Mn1O3,manganite,manganite,manganite;other_oxide,,,32,9,10,6,7,"Manganite (Mn with Ca, La or Sr) oxide"
Ca0.94Mn1O3,manganite,manganite,manganite;other_oxide,,,330,124,224,89,68,"Manganite (Mn with Ca, La or Sr) oxide"
Ca2.5Mn2O7,manganite,manganite,manganite;other_oxide,,,6,4,4,0,4,"Manganite (Mn with Ca, La or Sr) oxide"
CaGdMnO3,manganite,manganite,manganite;other_oxide,,,17,10,17,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.25La0.75Mn0.8O3,manganite,manganite,manganite;other_oxide,,,9,0,9,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.3Nd0.5Mn1O3,manganite,manganite,manganite;other_oxide,,,3,0,3,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.3Nd0.7Mn1O3,manganite,manganite,manganite;other_oxide,,,15,0,15,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr0.5Mn1Bi0.5O3,manganite,manganite,manganite;other_oxide,,,108,58,50,0,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr2La1Mn1.8O7,manganite,manganite,manganite;other_oxide,,,11,6,0,5,0,"Manganite (Mn with Ca, La or Sr) oxide"
Sr2MnMoO6,manganite,manganite,manganite;other_oxide,,,13,10,0,5,0,"Manganite (Mn with Ca, La or Sr) oxide"
Mg17Si8,mg2x,mg2x,mg2x,,,11,6,8,7,7,"Mg2(Si,Ge,Sn)"
Mg197(Si4Sn)20,mg2x,mg2x,mg2x,,,16,10,0,6,10,"Mg2(Si,Ge,Sn)"
Mg198Si79Sn20,mg2x,mg2x,mg2x,,,13,6,7,6,8,"Mg2(Si,Ge,Sn)"
Mg2.12Si1,mg2x,mg2x,mg2x,,,15,11,11,11,9,"Mg2(Si,Ge,Sn)"
Mg2.16Si0.397Sn0.5955,mg2x,mg2x,mg2x,,,20,20,20,19,20,"Mg2(Si,Ge,Sn)"
Mg2.24Si0.38Sn0.6,mg2x,mg2x,mg2x,,,19,19,18,6,17,"Mg2(Si,Ge,Sn)"
Mg2Si0.43Sn0.52,mg2x,mg2x,mg2x,,,9,6,6,6,6,"Mg2(Si,Ge,Sn)"
Mg2Si0.54Sn0.4,mg2x,mg2x,mg2x,,,13,11,11,11,11,"Mg2(Si,Ge,Sn)"
Mg2Si0.577Ge0.4,mg2x,mg2x,mg2x,,,7,6,4,6,6,"Mg2(Si,Ge,Sn)"
Mg2Si0.585Sn0.4,mg2x,mg2x,mg2x,,,36,34,36,26,26,"Mg2(Si,Ge,Sn)"
Mg2Si0.58Sn0.418,mg2x,mg2x,mg2x,,,20,19,15,5,17,"Mg2(Si,Ge,Sn)"
Mg2Si0.95,mg2x,mg2x,mg2x,,,97,54,54,47,42,"Mg2(Si,Ge,Sn)"
Mg2Sn0.2Ge0.8,mg2x,mg2x,mg2x,,,13,10,9,9,0,"Mg2(Si,Ge,Sn)"
Mg2Sn0.5Ge0.5,mg2x,mg2x,mg2x,,,14,12,8,10,0,"Mg2(Si,Ge,Sn)"
Mg2Sn0.73Ge0.25,mg2x,mg2x,mg2x,,,69,52,41,47,47,"Mg2(Si,Ge,Sn)"
Mg3.16Bi0.48Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,13,10,10,11,10,"Mg3(Sb,Bi)2-type Zintl"
Mg3.16Bi0.49Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,16,9,9,9,9,"Mg3(Sb,Bi)2-type Zintl"
Mg3.17Bi1.393Sb0.597,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,18,10,15,13,13,"Mg3(Sb,Bi)2-type Zintl"
Mg3.17Sb2,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,15,15,15,15,15,"Mg3(Sb,Bi)2-type Zintl"
Mg3.18Bi0.49Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,10,9,8,9,9,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Bi0.496Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,11,0,11,0,0,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Bi0.498Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,11,0,11,0,0,"Mg3(Sb,Bi)2-type Zintl"
Mg3.2Sb2,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,14,6,6,10,6,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.49Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,272,233,201,235,237,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi0.5Sb1.5,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,106,79,103,52,71,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi1.194Sb0.796,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,11,0,11,0,0,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi1.3965Sb0.5985,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,14,7,10,7,11,"Mg3(Sb,Bi)2-type Zintl"
Mg3Bi1.39825Sb0.59925,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,11,7,6,7,6,"Mg3(Sb,Bi)2-type Zintl"
Mg3BiSb,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,240,176,221,64,150,"Mg3(Sb,Bi)2-type Zintl"
Mg3Sb1.8,mg3x2_zintl,mg3x2_zintl,mg3x2_zintl,,,29,16,13,16,14,"Mg3(Sb,Bi)2-type Zintl"
MgAgSb,mgagsb,mgagsb,mgagsb,,,389,348,326,346,343,MgAgSb 1:1:1
Ba0.5Gd0.5Co1O3,other_oxide,other_oxide,other_oxide,,,6,0,6,0,0,Any other oxide (O at or above one atom in five)
Ba0.5Sr0.5Fe0.9O3,other_oxide,other_oxide,other_oxide,,,38,0,38,0,0,Any other oxide (O at or above one atom in five)
Ba0.9Fe1O3,other_oxide,other_oxide,other_oxide,,,9,0,9,0,0,Any other oxide (O at or above one atom in five)
BaHoFeCuO5,other_oxide,other_oxide,other_oxide,,,4,4,0,0,0,Any other oxide (O at or above one atom in five)
Fe1.6Cu1.2O4,other_oxide,other_oxide,other_oxide,,,17,17,0,0,0,Any other oxide (O at or above one atom in five)
Fe12O19,other_oxide,other_oxide,other_oxide,,,122,122,0,0,0,Any other oxide (O at or above one atom in five)
NaNiO2,other_oxide,other_oxide,other_oxide,,,12,12,0,0,0,Any other oxide (O at or above one atom in five)
Nd0.92Zn1Sb1O1,other_oxide,other_oxide,other_oxide,,,12,9,9,9,9,Any other oxide (O at or above one atom in five)
Pr2Ru2O7,other_oxide,other_oxide,other_oxide,,,3,3,0,0,0,Any other oxide (O at or above one atom in five)
Sr0.7Pr0.3Fe1O3,other_oxide,other_oxide,other_oxide,,,54,16,20,0,18,Any other oxide (O at or above one atom in five)
Sr0.85Fe1O3,other_oxide,other_oxide,other_oxide,,,8,0,8,0,0,Any other oxide (O at or above one atom in five)
Te2P2O9,other_oxide,other_oxide,other_oxide,,,40,0,0,40,0,Any other oxide (O at or above one atom in five)
Ti1O1.87,other_oxide,other_oxide,other_oxide,,,4,4,3,0,0,Any other oxide (O at or above one atom in five)
V0.95Bi2O5.5,other_oxide,other_oxide,other_oxide,,,48,0,0,40,17,Any other oxide (O at or above one atom in five)
V1Pb0.35O3,other_oxide,other_oxide,other_oxide,,,7,7,0,0,0,Any other oxide (O at or above one atom in five)
Ba0.5Eu0.5Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,12,1,0,5,6,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ba0.7Eu0.3Ti0.95O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,5,2,4,5,4,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ba0.9Zr0.52Ti0.48O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,14,14,0,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ba2Ti(SiO4)2,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,12,0,0,12,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.25La0.5Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,6,4,4,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.35Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,6,4,4,4,4,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.5La0.33Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,23,4,5,9,5,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.75La0.25Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,12,10,6,9,10,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.83Ti1O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,35,25,25,24,23,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr0.8Ti0.9O3,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,89,30,30,10,19,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr1.8Ti1O4,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,43,11,11,10,11,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr2.85Ti2O7,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,144,98,100,81,96,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr2TiFeO6,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,11,11,0,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr4Ti3.8O12,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,15,11,6,0,0,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Sr64Ti100O271,perovskite_titanate,perovskite_titanate,perovskite_titanate;other_oxide,,,15,10,10,5,5,"Perovskite titanate (Ti with Sr, Ca or Ba) oxide"
Ge,sige,sige,sige,,,42,42,0,0,0,Si and/or Ge only
Si0.05Ge0.95,sige,sige,sige,,,20,10,20,0,10,Si and/or Ge only
Si0.68Ge0.32,sige,sige,sige,,,113,108,110,0,0,Si and/or Ge only
Si0.7895Ge0.198,sige,sige,sige,,,27,18,20,5,5,Si and/or Ge only
Si0.7925Ge0.2,sige,sige,sige,,,15,5,6,9,1,Si and/or Ge only
Si0.7Ge0.3,sige,sige,sige,,,19,7,7,7,2,Si and/or Ge only
Si0.8Ge0.2,sige,sige,sige,,,76,44,41,44,34,Si and/or Ge only
Si0.913Ge0.08,sige,sige,sige,,,13,12,12,6,12,Si and/or Ge only
Si0.95,sige,sige,sige,,,7,4,4,4,4,Si and/or Ge only
Si0.9Ge0.1,sige,sige,sige,,,17,10,10,7,7,Si and/or Ge only
Si28Ge5,sige,sige,sige,,,7,5,0,3,5,Si and/or Ge only
Si47Ge3,sige,sige,sige,,,10,6,6,6,5,Si and/or Ge only
Si80Ge19,sige,sige,sige,,,6,5,5,5,5,Si and/or Ge only
Si82Ge15,sige,sige,sige,,,14,10,0,4,9,Si and/or Ge only
Si91Ge9,sige,sige,sige,,,38,25,18,8,12,Si and/or Ge only
Ba0.9Fe2Co2Sb12,skutterudite,skutterudite,skutterudite,,,6,6,0,0,0,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Ca0.93Fe4Sb12,skutterudite,skutterudite,skutterudite,,,30,29,29,18,18,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
CaFe2(CoSb6)2,skutterudite,skutterudite,skutterudite,,,20,19,20,7,7,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Ce0.9Fe3Co1Sb12,skutterudite,skutterudite,skutterudite,,,37,12,14,15,23,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Ce1Fe3.7Sb12,skutterudite,skutterudite,skutterudite,,,37,34,32,27,27,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Co0.92Sb2.84,skutterudite,skutterudite,skutterudite,,,5,0,0,5,0,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Co3.63Sb12,skutterudite,skutterudite,skutterudite,,,37,19,17,16,19,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Co3.8Sb12,skutterudite,skutterudite,skutterudite,,,399,238,246,220,202,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe0.3Co0.7Sb3,skutterudite,skutterudite,skutterudite,,,25,12,8,12,8,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe0.3Co0.9Sb3.4,skutterudite,skutterudite,skutterudite,,,20,20,16,20,20,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe0.92Sb3,skutterudite,skutterudite,skutterudite,,,19,19,19,19,19,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe1.52Co2.48Sb12,skutterudite,skutterudite,skutterudite,,,30,15,0,18,20,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.4Ni1.6Sb12,skutterudite,skutterudite,skutterudite,,,26,12,19,9,6,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Fe2.84Co1.16Sb12,skutterudite,skutterudite,skutterudite,,,23,19,20,12,16,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Tl1Fe2.5Ni1.5Sb12,skutterudite,skutterudite,skutterudite,,,17,10,10,10,10,"Skutterudite (Co,Rh,Ir,Fe,Ni)(Sb,As,P)3, optionally filled"
Sn0.75Pb0.25Se0.95,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,15,10,8,8,10,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.77Pb0.23Se0.95,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,18,10,7,10,6,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.891Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,20,11,11,11,9,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.895Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,17,10,8,10,9,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.8Pb0.2Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,20,14,13,14,13,"SnSe-type, Sn (majority cation) with Se or S"
Sn0.95Se1,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,43,24,20,24,21,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.12S0.88,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,13,10,6,10,7,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.3S0.7,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,12,1,0,10,7,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.5S0.5,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,90,48,42,48,57,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.94,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,18,10,9,10,8,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.9443,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,14,13,8,13,13,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.9481,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,15,14,14,14,14,"SnSe-type, Sn (majority cation) with Se or S"
Sn1Se0.94867,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,14,13,7,13,13,"SnSe-type, Sn (majority cation) with Se or S"
Sn94Se97,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,17,9,8,10,9,"SnSe-type, Sn (majority cation) with Se or S"
Sn96Se97,snse_type,snse_type,snse_type;iv_vi_rocksalt,,,18,10,10,11,9,"SnSe-type, Sn (majority cation) with Se or S"
Bi0.3Sb1.6Te3,tetradymite,tetradymite,tetradymite,,,28,15,16,26,26,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.45Sb1.35Te3,tetradymite,tetradymite,tetradymite,,,17,17,0,17,17,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.495Sb1.5Te3,tetradymite,tetradymite,tetradymite,,,8,5,5,4,4,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi0.9Sb1.1Te3,tetradymite,tetradymite,tetradymite,,,3,2,3,0,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi1.85Se3,tetradymite,tetradymite,tetradymite,,,8,8,8,4,4,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi1.88Te2.7Se0.3,tetradymite,tetradymite,tetradymite,,,9,0,8,8,9,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi192Te259Se41,tetradymite,tetradymite,tetradymite,,,8,4,5,5,5,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi199Te263Se29,tetradymite,tetradymite,tetradymite,,,8,8,8,8,6,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi199Te280,tetradymite,tetradymite,tetradymite,,,10,0,0,0,10,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi19Te31,tetradymite,tetradymite,tetradymite,,,10,10,5,3,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi2Se0.5S2.3,tetradymite,tetradymite,tetradymite,,,12,7,9,5,9,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi2Te2.6838Se0.2982,tetradymite,tetradymite,tetradymite,,,8,8,8,8,8,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi36Sb137Te273,tetradymite,tetradymite,tetradymite,,,9,4,8,8,0,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Bi50Sb150Te299,tetradymite,tetradymite,tetradymite,,,27,23,21,21,23,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Sb5Te8,tetradymite,tetradymite,tetradymite,,,16,16,0,16,16,"Tetradymite (Bi,Sb)2(Te,Se,S)3"
Co1.51Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,14,9,7,8,8,Tetrahedrite Cu12Sb4S13
Co2Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,12,4,9,3,5,Tetrahedrite Cu12Sb4S13
Cu10Ni1.5Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,22,19,17,17,18,Tetrahedrite Cu12Sb4S13
Cu10Ni2Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,26,18,14,13,18,Tetrahedrite Cu12Sb4S13
Cu11Sb3.59S13,tetrahedrite,tetrahedrite,tetrahedrite;diamond_like_cu,,,14,8,7,9,10,Tetrahedrite Cu12Sb4S13
Cu12Sb3.48S13,tetrahedrite,tetrahedrite,tetrahedrite,,,9,9,8,5,8,Tetrahedrite Cu12Sb4S13
Cu12Sb3.5S13,tetrahedrite,tetrahedrite,tetrahedrite,,,23,16,17,17,18,Tetrahedrite Cu12Sb4S13
Cu12Sb3.7S13,tetrahedrite,tetrahedrite,tetrahedrite,,,5,5,4,5,5,Tetrahedrite Cu12Sb4S13
Cu12Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,643,448,410,413,442,Tetrahedrite Cu12Sb4S13
Cu13Sb4.2S13,tetrahedrite,tetrahedrite,tetrahedrite,,,9,9,9,9,9,Tetrahedrite Cu12Sb4S13
Cu13Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,12,12,12,11,11,Tetrahedrite Cu12Sb4S13
Mn1.5Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,5,5,5,0,5,Tetrahedrite Cu12Sb4S13
Mn1.5Cu11Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,9,9,9,7,7,Tetrahedrite Cu12Sb4S13
Zn1.5Cu10Sb4S13,tetrahedrite,tetrahedrite,tetrahedrite,,,11,11,9,5,2,Tetrahedrite Cu12Sb4S13
Zn1.79Cu10Sb1.57As2.48S13,tetrahedrite,tetrahedrite,tetrahedrite,,,6,2,0,5,2,Tetrahedrite Cu12Sb4S13
Cr0.33Si0.67,tm_silicide,tm_silicide,tm_silicide,,,30,30,28,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Cr0.85Si2,tm_silicide,tm_silicide,tm_silicide,,,28,6,24,6,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Cr0.925Si2,tm_silicide,tm_silicide,tm_silicide,,,19,0,19,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe0.75Si1.7,tm_silicide,tm_silicide,tm_silicide,,,96,62,48,55,51,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe0.94Si1.86,tm_silicide,tm_silicide,tm_silicide,,,21,11,10,11,11,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe0.94Si2,tm_silicide,tm_silicide,tm_silicide,,,229,208,156,52,177,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe0.95Si2.1,tm_silicide,tm_silicide,tm_silicide,,,36,34,9,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe0.9Si1.86,tm_silicide,tm_silicide,tm_silicide,,,11,6,6,6,6,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Fe1Si1.8,tm_silicide,tm_silicide,tm_silicide,,,7,7,7,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.71,tm_silicide,tm_silicide,tm_silicide,,,12,10,10,10,10,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.719136,tm_silicide,tm_silicide,tm_silicide,,,16,11,9,12,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.72375,tm_silicide,tm_silicide,tm_silicide,,,10,6,9,9,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
